fd000004         0000000322f1b2
9c960004         1000000200020908031902af0000000009083000000000000000
9c960007         10000002000209080322f1010000000009083000000000000000
9c960006         10000002000209080322f1000000000009083000000000000000
9c960001         10000001000009080210010000000000
9c960003         0102000000000908023e000000000000
9c960002         010280ff07d00908023e000000000000
9c96000d         10000002000209080322f1860000000009083000000000000000
9c96000c         10000002000209080322f1840000000009083000000000000000
9c96000f         10000002000209080322f1890000000009083000000000000000
9c96000e         10000002000209080322f1870000000009083000000000000000
9c960009         10000002000209080322f17f0000000009083000000000000000
9c960008         10000002000209080322f10d0000000009083000000000000000
9c96000b         10000002000209080322f1810000000009083000000000000000
9c96000a         10000002000209080322f1800000000009083000000000000000
9c960015         10000002000209080322f1930000000009083000000000000000
9c960014         10000002000209080322f1920000000009083000000000000000
9c960017         10000002000209080322f1970000000009083000000000000000
9c960016         10000002000209080322f1950000000009083000000000000000
9c960011         10000002000209080322f18b0000000009083000000000000000
9c960010         10000002000209080322f18a0000000009083000000000000000
9c960013         10000002000209080322f18e0000000009083000000000000000
9c960012         10000002000209080322f18c0000000009083000000000000000
9c96001d         1000000200020908032202000000000009083000000000000000
9c96001c         1000000200020908032201300000000009083000000000000000
9c96001f         1000000200020908032204000000000009083000000000000000
9c96001e         1000000200020908032202010000000009083000000000000000
9c960019         10000002000209080322f19d0000000009083000000000000000
9c960018         10000002000209080322f1990000000009083000000000000000
9c96001b         1000000200020908032201100000000009083000000000000000
9c96001a         10000002000209080322f1b20000000009083000000000000000
9c960025         1000000200020908032206030000000009083000000000000000
9c960024         1000000200020908032206000000000009083000000000000000
9c960027         1000000200020908032210010000000009083000000000000000
9c960026         1000000200020908032210000000000009083000000000000000
9c960021         1000000200020908032204020000000009083000000000000000
9c960020         1000000200020908032204010000000009083000000000000000
9c960023         1000000200020908032205090000000009083000000000000000
9c960022         1000000200020908032204030000000009083000000000000000
9c96002d         1000000200020908032212000000000009083000000000000000
9c96002c         1000000200020908032211060000000009083000000000000000
9c96002f         1000000200020908032214000000000009083000000000000000
9c96002e         1000000200020908032212050000000009083000000000000000
9c960029         1000000200020908032211010000000009083000000000000000
9c960028         1000000200020908032210020000000009083000000000000000
9c96002b         1000000200020908032211050000000009083000000000000000
9c96002a         1000000200020908032211040000000009083000000000000000
9c960035         1000000200020908032221050000000009083000000000000000
9c960034         1000000200020908032221040000000009083000000000000000
9c960037         1000000200020908032221100000000009083000000000000000
9c960036         1000000200020908032221150000000009083000000000000000
9c960031         1000000200020908032214020000000009083000000000000000
9c960030         1000000200020908032214010000000009083000000000000000
9c960033         1000000200020908032221030000000009083000000000000000
9c960032         1000000200020908032221000000000009083000000000000000
9c96003d         0908e220052ff0230302
9c96003c         0908e220052ff0230301
9c96003f         0908e220052ff0260301
9c96003e         0908e220052ff0230303
9c960039         0808e220042ff02300
9c960038         0908e220052ff0230300
9c96003b         0808e220042ff02600
9c96003a         0908e220052ff0260300
9c910005         10000002000209080414ffffff00000009083000000000000000
9c910004         1000000200020908031902af0000000009083000000000000000
9c910007         10000002000209080322f1000000000009083000000000000000
9c910006         10000002000209080322f1900000000009083000000000000000
9c910001         10000001000009080210030000000000
9c910003         0102000000000908023e000000000000
9c910002         010280ff07d00908023e000000000000
9c91000d         10000002000209080322f1010000000009083000000000000000
9c91000c         10000002000209080322f18e0000000009083000000000000000
9c91000f         10000002000209080322f1810000000009083000000000000000
9c91000e         10000002000209080322f1800000000009083000000000000000
9c910009         10000002000209080322f1870000000009083000000000000000
9c910008         10000002000209080322f10d0000000009083000000000000000
9c91000b         10000002000209080322f17f0000000009083000000000000000
9c91000a         10000002000209080322f1890000000009083000000000000000
9c910015         10000002000209080322f1990000000009083000000000000000
9c910014         10000002000209080322f1970000000009083000000000000000
9c910017         1000000200020908032211000000000009083000000000000000
9c910016         10000002000209080322f1860000000009083000000000000000
9c910011         10000002000209080322f18a0000000009083000000000000000
9c910010         10000002000209080322f1840000000009083000000000000000
9c910013         10000002000209080322f18c0000000009083000000000000000
9c910012         10000002000209080322f18b0000000009083000000000000000
9c91001d         1000000200020908032214010000000009083000000000000000
9c91001c         1000000200020908032223000000000009083000000000000000
9c91001f         1000000200020908032214020000000009083000000000000000
9c91001e         1000000200020908032223010000000009083000000000000000
9c910019         1000000200020908032211020000000009083000000000000000
9c910018         1000000200020908032211010000000009083000000000000000
9c91001b         1000000200020908032214000000000009083000000000000000
9c91001a         1000000200020908032211040000000009083000000000000000
9c910025         1000000200020908032205050000000009083000000000000000
9c910024         1000000200020908032205040000000009083000000000000000
9c910027         1000000200020908032210000000000009083000000000000000
9c910026         1000000200020908032201000000000009083000000000000000
9c910021         1000000200020908032210010000000009083000000000000000
9c910020         1000000200020908032214030000000009083000000000000000
9c910023         1000000200020908032211050000000009083000000000000000
9c910022         1000000200020908032210020000000009083000000000000000
9c910029         1000000200020908032201040000000009083000000000000000
9c910028         1000000200020908032201010000000009083000000000000000
9c91002a         1000000200020908032205010000000009083000000000000000
9c900005         10000002000209080414ffffff00000009083000000000000000
9c900004         1000000200020908031902af0000000009083000000000000000
9c900007         10000002000209080322f1870000000009083000000000000000
9c900006         10000002000209080322f10d0000000009083000000000000000
9c900001         10000001000009080210030000000000
9c900003         0102000000000908023e000000000000
9c900002         010280ff07d00908023e000000000000
9c90000d         10000002000209080322f1990000000009083000000000000000
9c90000c         10000002000209080322f18c0000000009083000000000000000
9c90000f         1000000200020908032202000000000009083000000000000000
9c90000e         1000000200020908032201100000000009083000000000000000
9c900009         10000002000209080322f17f0000000009083000000000000000
9c900008         10000002000209080322f1890000000009083000000000000000
9c90000b         10000002000209080322f1860000000009083000000000000000
9c90000a         10000002000209080322f1840000000009083000000000000000
9c900015         1000000200020908032214510000000009083000000000000000
9c900014         1000000200020908032214500000000009083000000000000000
9c900017         1000000200020908032214530000000009083000000000000000
9c900016         1000000200020908032214520000000009083000000000000000
9c900011         1000000200020908032210000000000009083000000000000000
9c900010         1000000200020908032202010000000009083000000000000000
9c900013         1000000200020908032205120000000009083000000000000000
9c900012         1000000200020908032214400000000009083000000000000000
9c90001d         1000000200020908032220010000000009083000000000000000
9c90001c         1000000200020908032222010000000009083000000000000000
9c90001f         1000000200020908032210010000000009083000000000000000
9c90001e         1000000200020908032214540000000009083000000000000000
9c900019         1000000200020908032214720000000009083000000000000000
9c900018         1000000200020908032214710000000009083000000000000000
9c90001b         1000000200020908032222000000000009083000000000000000
9c90001a         1000000200020908032214730000000009083000000000000000
9c900024         1000000200020908032205010000000009083000000000000000
9c900021         1000000200020908032210030000000009083000000000000000
9c900020         1000000200020908032210020000000009083000000000000000
9c900023         1000000200020908032211010000000009083000000000000000
9c900022         1000000200020908032211000000000009083000000000000000
9c930045         1000000200020908032230080000000009083000000000000000
9c930044         1000000200020908032230040000000009083000000000000000
9c930047         1000000200020908032230110000000009083000000000000000
9c930046         1000000200020908032230090000000009083000000000000000
9c930041         1000000200020908032214210000000009083000000000000000
9c930040         1000000200020908032214200000000009083000000000000000
9c930043         1000000200020908032230030000000009083000000000000000
9c930042         1000000200020908032230000000000009083000000000000000
9c93004d         10000002000209080322301a0000000009083000000000000000
9c93004c         1000000200020908032230190000000009083000000000000000
9c93004f         10000002000209080322301c0000000009083000000000000000
9c93004e         10000002000209080322301b0000000009083000000000000000
9c930049         1000000200020908032230150000000009083000000000000000
9c930048         1000000200020908032230120000000009083000000000000000
9c93004b         1000000200020908032230170000000009083000000000000000
9c93004a         1000000200020908032230160000000009083000000000000000
9c930055         1000000200020908032205110000000009083000000000000000
9c930054         1000000200020908032205100000000009083000000000000000
9c930057         1000000200020908032207050000000009083000000000000000
9c930056         1000000200020908032207040000000009083000000000000000
9c930051         10000002000209080322301e0000000009083000000000000000
9c930050         10000002000209080322301d0000000009083000000000000000
9c930053         1000000200020908032213010000000009083000000000000000
9c930052         1000000200020908032230020000000009083000000000000000
9c93005d         10000002000209080322142a0000000009083000000000000000
9c93005c         1000000200020908032214290000000009083000000000000000
9c93005f         1000000200020908032214310000000009083000000000000000
9c93005e         1000000200020908032214300000000009083000000000000000
9c930059         1000000200020908032207070000000009083000000000000000
9c930058         1000000200020908032207060000000009083000000000000000
9c93005b         1000000200020908032214280000000009083000000000000000
9c93005a         1000000200020908032214270000000009083000000000000000
9c930065         1000000200020908032214370000000009083000000000000000
9c930064         1000000200020908032214360000000009083000000000000000
9c930067         1000000200020908032214390000000009083000000000000000
9c930066         1000000200020908032214380000000009083000000000000000
9c930061         1000000200020908032214330000000009083000000000000000
9c930060         1000000200020908032214320000000009083000000000000000
9c930063         1000000200020908032214350000000009083000000000000000
9c930062         1000000200020908032214340000000009083000000000000000
9c93006d         1000000200020908032210020000000009083000000000000000
9c93006c         1000000200020908032214430000000009083000000000000000
9c93006f         1000000200020908032205120000000009083000000000000000
9c93006e         10000002000209080322303e0000000009083000000000000000
9c930069         1000000200020908032214400000000009083000000000000000
9c930068         10000002000209080322143a0000000009083000000000000000
9c93006b         1000000200020908032214420000000009083000000000000000
9c93006a         1000000200020908032214410000000009083000000000000000
9c930075         1000000200020908032201500000000009083000000000000000
9c930074         1000000200020908032207020000000009083000000000000000
9c930077         1000000200020908032230250000000009083000000000000000
9c930076         1000000200020908032201800000000009083000000000000000
9c930071         1000000200020908032214510000000009083000000000000000
9c930070         1000000200020908032214500000000009083000000000000000
9c930073         1000000200020908032207010000000009083000000000000000
9c930072         1000000200020908032207000000000009083000000000000000
9c930079         10000002000209080322143b0000000009083000000000000000
9c930078         1000000200020908032223010000000009083000000000000000
9c930005         10000002000209080414ffffff00000009083000000000000000
9c930004         1000000200020908031902af0000000009083000000000000000
9c930007         10000002000209080322f1870000000009083000000000000000
9c930006         10000002000209080322f10d0000000009083000000000000000
9c930001         10000001000009080210030000000000
9c930003         0102000000000908023e000000000000
9c930002         010280ff07d00908023e000000000000
9c93000d         10000002000209080322f1990000000009083000000000000000
9c93000c         10000002000209080322f18c0000000009083000000000000000
9c93000f         1000000200020908032202000000000009083000000000000000
9c93000e         10000002000209080322f0150000000009083000000000000000
9c930009         10000002000209080322f17f0000000009083000000000000000
9c930008         10000002000209080322f1890000000009083000000000000000
9c93000b         10000002000209080322f1840000000009083000000000000000
9c93000a         10000002000209080322f1800000000009083000000000000000
9c930015         1000000200020908032211020000000009083000000000000000
9c930014         1000000200020908032211010000000009083000000000000000
9c930017         1000000200020908032214010000000009083000000000000000
9c930016         1000000200020908032214000000000009083000000000000000
9c930011         1000000200020908032201100000000009083000000000000000
9c930010         1000000200020908032202010000000009083000000000000000
9c930013         1000000200020908032211000000000009083000000000000000
9c930012         1000000200020908032210000000000009083000000000000000
9c93001d         1000000200020908032214070000000009083000000000000000
9c93001c         1000000200020908032214060000000009083000000000000000
9c93001f         1000000200020908032223000000000009083000000000000000
9c93001e         1000000200020908032206000000000009083000000000000000
9c930019         1000000200020908032214030000000009083000000000000000
9c930018         1000000200020908032214020000000009083000000000000000
9c93001b         1000000200020908032214050000000009083000000000000000
9c93001a         1000000200020908032214040000000009083000000000000000
9c930025         1000000200020908032205000000000009083000000000000000
9c930024         10000002000209080322140c0000000009083000000000000000
9c930027         1000000200020908032205020000000009083000000000000000
9c930026         1000000200020908032205010000000009083000000000000000
9c930021         1000000200020908032214090000000009083000000000000000
9c930020         1000000200020908032214080000000009083000000000000000
9c930023         10000002000209080322140b0000000009083000000000000000
9c930022         10000002000209080322140a0000000009083000000000000000
9c93002d         1000000200020908032221000000000009083000000000000000
9c93002c         1000000200020908032212000000000009083000000000000000
9c93002f         10000002000209080322140e0000000009083000000000000000
9c93002e         10000002000209080322140d0000000009083000000000000000
9c930029         1000000200020908032205060000000009083000000000000000
9c930028         1000000200020908032205050000000009083000000000000000
9c93002b         1000000200020908032205080000000009083000000000000000
9c93002a         1000000200020908032205070000000009083000000000000000
9c930035         1000000200020908032214140000000009083000000000000000
9c930034         1000000200020908032214130000000009083000000000000000
9c930037         1000000200020908032214160000000009083000000000000000
9c930036         1000000200020908032214150000000009083000000000000000
9c930031         1000000200020908032214100000000009083000000000000000
9c930030         10000002000209080322140f0000000009083000000000000000
9c930033         1000000200020908032214120000000009083000000000000000
9c930032         1000000200020908032214110000000009083000000000000000
9c93003d         10000002000209080322141c0000000009083000000000000000
9c93003c         10000002000209080322141b0000000009083000000000000000
9c93003f         10000002000209080322141f0000000009083000000000000000
9c93003e         10000002000209080322141e0000000009083000000000000000
9c930039         1000000200020908032214180000000009083000000000000000
9c930038         1000000200020908032214170000000009083000000000000000
9c93003b         10000002000209080322141a0000000009083000000000000000
9c93003a         1000000200020908032214190000000009083000000000000000
9c920005         10000002000209080414ffffff00000009083000000000000000
9c920004         1000000200020908031902af0000000009083000000000000000
9c920007         10000002000209080322f1000000000009083000000000000000
9c920006         10000002000209080322f1900000000009083000000000000000
9c920001         10000001000009080210030000000000
9c920003         0102000000000908023e000000000000
9c920002         010280ff07d00908023e000000000000
9c92000d         10000002000209080322f18e0000000009083000000000000000
9c92000c         10000002000209080322f1010000000009083000000000000000
9c92000f         10000002000209080322f1810000000009083000000000000000
9c92000e         10000002000209080322f1800000000009083000000000000000
9c920009         10000002000209080322f1870000000009083000000000000000
9c920008         10000002000209080322f10d0000000009083000000000000000
9c92000b         10000002000209080322f17f0000000009083000000000000000
9c92000a         10000002000209080322f1890000000009083000000000000000
9c920015         10000002000209080322f18c0000000009083000000000000000
9c920014         10000002000209080322f18b0000000009083000000000000000
9c920017         10000002000209080322f1930000000009083000000000000000
9c920016         10000002000209080322f1950000000009083000000000000000
9c920011         10000002000209080322f1840000000009083000000000000000
9c920010         10000002000209080322f1830000000009083000000000000000
9c920013         10000002000209080322f18a0000000009083000000000000000
9c920012         10000002000209080322f1860000000009083000000000000000
9c92001d         1000000200020908032214000000000009083000000000000000
9c92001c         1000000200020908032210000000000009083000000000000000
9c92001f         1000000200020908032214020000000009083000000000000000
9c92001e         1000000200020908032214010000000009083000000000000000
9c920019         10000002000209080322f1980000000009083000000000000000
9c920018         10000002000209080322f1970000000009083000000000000000
9c92001b         10000002000209080322f1b20000000009083000000000000000
9c92001a         10000002000209080322f1990000000009083000000000000000
9c920025         1000000200020908032202000000000009083000000000000000
9c920024         1000000200020908032201100000000009083000000000000000
9c920026         1000000200020908032202010000000009083000000000000000
9c920021         1000000200020908032201040000000009083000000000000000
9c920020         1000000200020908032201010000000009083000000000000000
9c920023         1000000200020908032201030000000009083000000000000000
9c920022         1000000200020908032201020000000009083000000000000000
9c990005         10000002000209080414ffffff00000009083000000000000000
9c990004         1000000200020908031902af0000000009083000000000000000
9c990007         10000002000209080322f1020000000009083000000000000000
9c990006         10000002000209080322f1900000000009083000000000000000
9c990001         10000001000009080210030000000000
9c990003         0102000000000908023e000000000000
9c990002         010280ff07d00908023e000000000000
9c99000d         10000002000209080322f1010000000009083000000000000000
9c99000c         10000002000209080322f17f0000000009083000000000000000
9c99000f         10000002000209080322f1840000000009083000000000000000
9c99000e         10000002000209080322f1800000000009083000000000000000
9c990009         10000002000209080322f10d0000000009083000000000000000
9c990008         10000002000209080322f1000000000009083000000000000000
9c99000b         10000002000209080322f1890000000009083000000000000000
9c99000a         10000002000209080322f1870000000009083000000000000000
9c990015         10000002000209080322f1970000000009083000000000000000
9c990014         10000002000209080322f1950000000009083000000000000000
9c990017         10000002000209080322f1810000000009083000000000000000
9c990016         10000002000209080322f1990000000009083000000000000000
9c990011         10000002000209080322f18a0000000009083000000000000000
9c990010         10000002000209080322f1860000000009083000000000000000
9c990013         10000002000209080322f1930000000009083000000000000000
9c990012         10000002000209080322f18c0000000009083000000000000000
9c99001d         1000000200020908032220020000000009083000000000000000
9c99001c         1000000200020908032220010000000009083000000000000000
9c99001f         1000000200020908032220040000000009083000000000000000
9c99001e         1000000200020908032220030000000009083000000000000000
9c990019         10000002000209080322f1b20000000009083000000000000000
9c990018         10000002000209080322f18e0000000009083000000000000000
9c99001b         1000000200020908032220000000000009083000000000000000
9c99001a         10000002000209080322e3100000000009083000000000000000
9c990025         1000000200020908032202030000000009083000000000000000
9c990024         1000000200020908032210000000000009083000000000000000
9c990027         1000000200020908032202050000000009083000000000000000
9c990026         1000000200020908032202040000000009083000000000000000
9c990021         1000000200020908032220060000000009083000000000000000
9c990020         1000000200020908032220050000000009083000000000000000
9c990023         1000000200020908032201000000000009083000000000000000
9c990022         1000000200020908032220070000000009083000000000000000
9c99002d         1000000200020908032201100000000009083000000000000000
9c99002c         1000000200020908032201010000000009083000000000000000
9c99002f         0808e4e0042ff02000
9c99002e         0908e4e0052ff0200300
9c990029         10000002000209080322e24a0000000009083000000000000000
9c990028         10000002000209080322e2480000000009083000000000000000
9c99002b         10000002000209080322e23b0000000009083000000000000000
9c99002a         10000002000209080322e2500000000009083000000000000000
9c990035         0908e4e0052ff0200302
9c990034         0908e4e0052ff0200301
9c990037         0908e4e0052ff0600301
9c990036         0908e4e0052ff0200303
9c990031         0808e4e0042ff06000
9c990030         0908e4e0052ff0600300
9c990033         0808e4e0042ff06100
9c990032         0908e4e0052ff0610300
9c990038         0908e4e0052ff0610301
9c980005         10000002000209080322f1000000000009083000000000000000
9c980004         1000000200020908031902af0000000009083000000000000000
9c980007         10000002000209080322f1870000000009083000000000000000
9c980006         10000002000209080322f10d0000000009083000000000000000
9c980001         10000001000009080210030000000000
9c980003         0102000000000908023e000000000000
9c980002         010280ff07d00908023e000000000000
9c98000d         10000002000209080322f1810000000009083000000000000000
9c98000c         10000002000209080322f1800000000009083000000000000000
9c98000f         10000002000209080322f18a0000000009083000000000000000
9c98000e         10000002000209080322f1840000000009083000000000000000
9c980009         10000002000209080322f17f0000000009083000000000000000
9c980008         10000002000209080322f1890000000009083000000000000000
9c98000b         10000002000209080322f18e0000000009083000000000000000
9c98000a         10000002000209080322f1010000000009083000000000000000
9c980015         10000002000209080322f1990000000009083000000000000000
9c980014         10000002000209080322f1970000000009083000000000000000
9c980017         1000000200020908032201400000000009083000000000000000
9c980016         1000000200020908032201100000000009083000000000000000
9c980011         10000002000209080322f18c0000000009083000000000000000
9c980010         10000002000209080322f18b0000000009083000000000000000
9c980013         10000002000209080322f1950000000009083000000000000000
9c980012         10000002000209080322f1930000000009083000000000000000
9c98001d         1000000200020908032221000000000009083000000000000000
9c98001c         1000000200020908032201000000000009083000000000000000
9c98001f         1000000200020908032212000000000009083000000000000000
9c98001e         1000000200020908032220000000000009083000000000000000
9c980019         1000000200020908032202010000000009083000000000000000
9c980018         1000000200020908032202000000000009083000000000000000
9c98001b         1000000200020908032210000000000009083000000000000000
9c98001a         1000000200020908032203010000000009083000000000000000
9c980025         0908e3c0052ff0800300
9c980024         1000000200020908032203020000000009083000000000000000
9c980027         0908e3c0052ff0810300
9c980026         0808e3c0042ff08000
9c980021         1000000200020908032211000000000009083000000000000000
9c980020         1000000200020908032212010000000009083000000000000000
9c980023         1000000200020908032211030000000009083000000000000000
9c980022         1000000200020908032211020000000009083000000000000000
9c980029         0908e3c0052ff08003ff
9c980028         0808e3c0042ff08100
9c98002a         0908e3c0052ff08103ff
9c9a0005         10000002000209080414ffffff00000009083000000000000000
9c9a0004         1000000200020908031902af0000000009083000000000000000
9c9a0007         10000002000209080322f1000000000009083000000000000000
9c9a0006         10000002000209080322f1900000000009083000000000000000
9c9a0001         10000001000009080210030000000000
9c9a0003         0102000000000908023e000000000000
9c9a0002         010280ff07d00908023e000000000000
9c9a000d         10000002000209080322f1840000000009083000000000000000
9c9a000c         10000002000209080322f1800000000009083000000000000000
9c9a000f         10000002000209080322f18a0000000009083000000000000000
9c9a000e         10000002000209080322f1860000000009083000000000000000
9c9a0009         10000002000209080322f1870000000009083000000000000000
9c9a0008         10000002000209080322f10d0000000009083000000000000000
9c9a000b         10000002000209080322f17f0000000009083000000000000000
9c9a000a         10000002000209080322f1890000000009083000000000000000
9c9a0015         1000000200020908032210000000000009083000000000000000
9c9a0014         10000002000209080322f1990000000009083000000000000000
9c9a0017         1000000200020908032211000000000009083000000000000000
9c9a0016         1000000200020908032203010000000009083000000000000000
9c9a0011         10000002000209080322f1930000000009083000000000000000
9c9a0010         10000002000209080322f18c0000000009083000000000000000
9c9a0013         10000002000209080322f1970000000009083000000000000000
9c9a0012         10000002000209080322f1950000000009083000000000000000
9c9a001c         1000000200020908032202010000000009083000000000000000
9c9a0019         1000000200020908032206000000000009083000000000000000
9c9a0018         1000000200020908032203000000000009083000000000000000
9c9a001b         1000000200020908032202000000000009083000000000000000
9c9a001a         1000000200020908032201100000000009083000000000000000
9d650005         10000002000209080322050c0000000009083000000000000000
9d650004         10000002000209080322050b0000000009083000000000000000
9d650007         10000002000209080322050e0000000009083000000000000000
9d650006         10000002000209080322050d0000000009083000000000000000
9d650001         1000000200020908032205030000000009083000000000000000
9d650003         10000002000209080322050a0000000009083000000000000000
9d650002         1000000200020908032205090000000009083000000000000000
9d65000d         1000000200020908032205170000000009083000000000000000
9d65000c         1000000200020908032205160000000009083000000000000000
9d65000f         1000000200020908032205190000000009083000000000000000
9d65000e         1000000200020908032205180000000009083000000000000000
9d650009         1000000200020908032205130000000009083000000000000000
9d650008         10000002000209080322050f0000000009083000000000000000
9d65000b         1000000200020908032205150000000009083000000000000000
9d65000a         1000000200020908032205140000000009083000000000000000
9d650015         10000002000209080322051f0000000009083000000000000000
9d650014         10000002000209080322051e0000000009083000000000000000
9d650017         1000000200020908032205210000000009083000000000000000
9d650016         1000000200020908032205200000000009083000000000000000
9d650011         10000002000209080322051b0000000009083000000000000000
9d650010         10000002000209080322051a0000000009083000000000000000
9d650013         10000002000209080322051d0000000009083000000000000000
9d650012         10000002000209080322051c0000000009083000000000000000
9d65001d         1000000200020908032205270000000009083000000000000000
9d65001c         1000000200020908032205260000000009083000000000000000
9d65001f         1000000200020908032205290000000009083000000000000000
9d65001e         1000000200020908032205280000000009083000000000000000
9d650019         1000000200020908032205230000000009083000000000000000
9d650018         1000000200020908032205220000000009083000000000000000
9d65001b         1000000200020908032205250000000009083000000000000000
9d65001a         1000000200020908032205240000000009083000000000000000
9d650021         10000002000209080322052b0000000009083000000000000000
9d650020         10000002000209080322052a0000000009083000000000000000
9d640001         1000000200020908032205040000000009083000000000000000
9d640003         1000000200020908032201040000000009083000000000000000
9d640002         1000000200020908032201010000000009083000000000000000
9d670005         1000000200020908032220240000000009083000000000000000
9d670004         1000000200020908032220230000000009083000000000000000
9d670007         1000000200020908032220260000000009083000000000000000
9d670006         1000000200020908032220250000000009083000000000000000
9d670001         1000000200020908032220200000000009083000000000000000
9d670003         1000000200020908032220220000000009083000000000000000
9d670002         1000000200020908032220210000000009083000000000000000
9d67000d         1000000200020908032220280000000009083000000000000000
9d67000c         10000002000209080322201f0000000009083000000000000000
9d67000f         10000002000209080322202a0000000009083000000000000000
9d67000e         1000000200020908032220290000000009083000000000000000
9d670009         10000002000209080322201c0000000009083000000000000000
9d670008         1000000200020908032220270000000009083000000000000000
9d67000b         10000002000209080322201e0000000009083000000000000000
9d67000a         10000002000209080322201d0000000009083000000000000000
9d660005         1000000200020908032214730000000009083000000000000000
9d660004         1000000200020908032214720000000009083000000000000000
9d660006         1000000200020908032214540000000009083000000000000000
9d660001         1000000200020908032214520000000009083000000000000000
9d660003         1000000200020908032214710000000009083000000000000000
9d660002         1000000200020908032214530000000009083000000000000000
9d610045         1000000200020908032214320000000009083000000000000000
9d610044         1000000200020908032214310000000009083000000000000000
9d610047         1000000200020908032214340000000009083000000000000000
9d610046         1000000200020908032214330000000009083000000000000000
9d610041         1000000200020908032214290000000009083000000000000000
9d610040         1000000200020908032214280000000009083000000000000000
9d610043         1000000200020908032214300000000009083000000000000000
9d610042         10000002000209080322142a0000000009083000000000000000
9d61004d         10000002000209080322143a0000000009083000000000000000
9d61004c         1000000200020908032214390000000009083000000000000000
9d61004f         1000000200020908032214410000000009083000000000000000
9d61004e         1000000200020908032214400000000009083000000000000000
9d610049         1000000200020908032214360000000009083000000000000000
9d610048         1000000200020908032214350000000009083000000000000000
9d61004b         1000000200020908032214380000000009083000000000000000
9d61004a         1000000200020908032214370000000009083000000000000000
9d610055         1000000200020908032214500000000009083000000000000000
9d610054         1000000200020908032205120000000009083000000000000000
9d610057         1000000200020908032207000000000009083000000000000000
9d610056         1000000200020908032214510000000009083000000000000000
9d610051         1000000200020908032214430000000009083000000000000000
9d610050         1000000200020908032214420000000009083000000000000000
9d610053         10000002000209080322303e0000000009083000000000000000
9d610052         1000000200020908032210020000000009083000000000000000
9d610059         1000000200020908032207020000000009083000000000000000
9d610058         1000000200020908032207010000000009083000000000000000
9d610005         1000000200020908032214220000000009083000000000000000
9d610004         1000000200020908032214250000000009083000000000000000
9d610007         1000000200020908032214240000000009083000000000000000
9d610006         1000000200020908032214230000000009083000000000000000
9d610001         10000002000209080322f1020000000009083000000000000000
9d610003         10000002000209080322f1860000000009083000000000000000
9d610002         10000002000209080322f1a00000000009083000000000000000
9d61000d         1000000200020908032214040000000009083000000000000000
9d61000c         1000000200020908032214030000000009083000000000000000
9d61000f         1000000200020908032214060000000009083000000000000000
9d61000e         1000000200020908032214050000000009083000000000000000
9d610009         1000000200020908032214000000000009083000000000000000
9d610008         10000002000209080322f0150000000009083000000000000000
9d61000b         1000000200020908032214020000000009083000000000000000
9d61000a         1000000200020908032214010000000009083000000000000000
9d610015         1000000200020908032205020000000009083000000000000000
9d610014         10000002000209080322140c0000000009083000000000000000
9d610017         1000000200020908032205060000000009083000000000000000
9d610016         1000000200020908032205050000000009083000000000000000
9d610011         1000000200020908032214090000000009083000000000000000
9d610010         1000000200020908032214070000000009083000000000000000
9d610013         10000002000209080322140b0000000009083000000000000000
9d610012         10000002000209080322140a0000000009083000000000000000
9d61001d         1000000200020908032214100000000009083000000000000000
9d61001c         10000002000209080322140f0000000009083000000000000000
9d61001f         1000000200020908032214120000000009083000000000000000
9d61001e         1000000200020908032214110000000009083000000000000000
9d610019         1000000200020908032205080000000009083000000000000000
9d610018         1000000200020908032205070000000009083000000000000000
9d61001b         10000002000209080322140e0000000009083000000000000000
9d61001a         10000002000209080322140d0000000009083000000000000000
9d610025         1000000200020908032214180000000009083000000000000000
9d610024         1000000200020908032214170000000009083000000000000000
9d610027         10000002000209080322141b0000000009083000000000000000
9d610026         1000000200020908032214190000000009083000000000000000
9d610021         1000000200020908032214140000000009083000000000000000
9d610020         1000000200020908032214130000000009083000000000000000
9d610023         1000000200020908032214160000000009083000000000000000
9d610022         1000000200020908032214150000000009083000000000000000
9d61002d         1000000200020908032230000000000009083000000000000000
9d61002c         1000000200020908032214210000000009083000000000000000
9d61002f         1000000200020908032230040000000009083000000000000000
9d61002e         1000000200020908032230030000000009083000000000000000
9d610029         10000002000209080322141e0000000009083000000000000000
9d610028         10000002000209080322141c0000000009083000000000000000
9d61002b         1000000200020908032214200000000009083000000000000000
9d61002a         10000002000209080322141f0000000009083000000000000000
9d610035         10000002000209080322301b0000000009083000000000000000
9d610034         10000002000209080322301a0000000009083000000000000000
9d610037         10000002000209080322301d0000000009083000000000000000
9d610036         10000002000209080322301c0000000009083000000000000000
9d610031         1000000200020908032230120000000009083000000000000000
9d610030         1000000200020908032230110000000009083000000000000000
9d610033         1000000200020908032230190000000009083000000000000000
9d610032         1000000200020908032230180000000009083000000000000000
9d61003d         1000000200020908032207060000000009083000000000000000
9d61003c         1000000200020908032207050000000009083000000000000000
9d61003f         1000000200020908032214270000000009083000000000000000
9d61003e         1000000200020908032207070000000009083000000000000000
9d610039         1000000200020908032205100000000009083000000000000000
9d610038         10000002000209080322301e0000000009083000000000000000
9d61003b         1000000200020908032207040000000009083000000000000000
9d61003a         1000000200020908032205110000000009083000000000000000
9d600005         1000000200020908031902af0000000009083000000000000000
9d600004         1000000200020908061904000a00ff0009083000000000000000
9d600007         10000002000209080322f10d0000000009083000000000000000
