9bd01201         U101201 CAN通讯异常 
51000a57         P0A57 驱动马达 B 电流传感器电路低 
51000a58         P0A58 驱动马达 B 电流传感器电路高 
51000a59         P0A59 发电机电流传感器电路 
51000a5a         P0A5A 发电机电流传感器电路范围/性能 
51000a5b         P0A5B 发电机电流传感器电路低 
51000a5c         P0A5C 发电机电流传感器电路高 
51000a5d         P0A5D 驱动马达 A 相位 U 电流 
51000a5e         P0A5E 驱动马达 A 相位 U 电流低 
51000a5f         P0A5F 驱动马达 A 相位 U 电流高 
51000a20         P0A20 马达扭矩传感器电路高 
51000a21         P0A21 马达扭矩传感器电路间歇性故障 
51000a22         P0A22 发电机扭矩传感器电路 
51000a23         P0A23 发电机扭矩传感器电路范围/性能 
51000a24         P0A24 发电机扭矩传感器电路低 
51000a25         P0A25 发电机扭矩传感器电路高 
51000a26         P0A26 发电机扭矩传感器电路间歇性故障 
51000a27         P0A27 混合动力电池电源切断电路 
51000a28         P0A28 混合动力电池电源切断电路低 
51000a29         P0A29 混合动力电池电源切断电路高 
51000a2a         P0A2A 驱动马达 A 温度传感器电路 
51000a2b         P0A2B 驱动马达 A 温度传感器电路范围/性能 
51000a2c         P0A2C 驱动马达 A 温度传感器电路低 
51000a2d         P0A2D 驱动马达 A 温度传感器电路高 
51000a2e         P0A2E 驱动马达 A 温度传感器电路间歇性故障 
51000a2f         P0A2F 驱动马达 A 温度过高 
51000a30         P0A30 驱动马达 B 温度传感器电路 
51000a31         P0A31 驱动马达 B 温度传感器电路范围/性能 
51000a32         P0A32 驱动马达 B 温度传感器电路低 
51000a33         P0A33 驱动马达 B 温度传感器电路高 
51000a34         P0A34 驱动马达 B 温度传感器电路间歇性故障 
51000a35         P0A35 驱动马达 B 温度过高 
51000a36         P0A36 发电机温度传感器电路 
51000a37         P0A37 发电机温度传感器电路范围/性能 
51000a38         P0A38 发电机温度传感器电路低 
51000a39         P0A39 发电机温度传感器电路高 
51000a3a         P0A3A 发电机温度传感器电路间歇性故障 
51000a3b         P0A3B 发电机温度过高 
51000a3c         P0A3C 驱动马达 A 逆变器温度过高 
51000a3d         P0A3D 驱动马达 B 逆变器温度过高 
51000a3e         P0A3E 发电机逆变器温度过高 
51000a3f         P0A3F 驱动马达 A 位置传感器电路 
51000a00         P0A00 马达电子系统冷却液温度传感器电路 
51000a01         P0A01 马达电子系统冷却液温度传感器电路范围/性能 
51000a02         P0A02 马达电子系统冷却液温度传感器电路低 
51000a03         P0A03 马达电子系统冷却液温度传感器电路高 
51000a04         P0A04 马达电子系统冷却液温度传感器电路间歇性故障 
51000a05         P0A05 马达电子系统冷却液泵控制电路/开路 
51000a06         P0A06 马达电子系统冷却液泵控制电路低 
51000a07         P0A07 马达电子系统冷却液泵控制电路高 
51000a08         P0A08 直流/直流电压转换器状态电路 
51000a09         P0A09 直流/直流电压转换器状态电路低 
51000a0a         P0A0A 高压系统互锁电路 
51000a0b         P0A0B 高压系统互锁电路性能 
51000a0c         P0A0C 高压系统互锁电路低 
51000a0d         P0A0D 高压系统互锁电路高 
51000a0e         P0A0E 高压系统互锁电路间歇性故障 
51000a0f         P0A0F 发动机无法启动 
51000a10         P0A10 直流/直流电压转换器状态电路高 
51000a11         P0A11 直流/直流电压转换器启用电路/开路 
51000a12         P0A12 直流/直流电压转换器启用电路低 
51000a13         P0A13 直流/直流电压转换器启用电路高 
51000a14         P0A14 发动机支架 A 控制电路/开路 
51000a15         P0A15 发动机支架 A 控制电路低 
51000a16         P0A16 发动机支架 A 控制电路高 
51000a17         P0A17 马达扭矩传感器电路 
51000a18         P0A18 马达扭矩传感器电路范围/性能 
51000a19         P0A19 马达扭矩传感器电路低 
51000a1a         P0A1A 发电机控制模块 
51000a1b         P0A1B 驱动马达 A 控制模块 
51000a1c         P0A1C 驱动马达 B 控制模块 
51000a1d         P0A1D 混合动力总成控制模块 
51000a1e         P0A1E 起动机/发电机控制模块 
51000a1f         P0A1F 电池能量控制模块 
51000be0         P0BE0 驱动马达逆变器温度传感器 'F' 电路 
51000be1         P0BE1 驱动马达逆变器温度传感器 'F' 电路范围/性能 
51000be2         P0BE2 驱动马达逆变器温度传感器 'F' 电路低 
51000be3         P0BE3 驱动马达逆变器温度传感器 'F' 电路高 
51000be4         P0BE4 驱动马达逆变器温度传感器 'F' 电路间歇故障/不稳定 
51000be5         P0BE5 驱动马达 'A' 相位 U 电流传感器电路 
51000be6         P0BE6 驱动马达 'A' 相位 U 电流传感器电路范围/性能 
51000be7         P0BE7 驱动马达 'A' 相位 U 电流传感器电路低 
51000be8         P0BE8 驱动马达 'A' 相位 U 电流传感器电路高 
51000be9         P0BE9 驱动马达 'A' 相位 V 电流传感器电路 
51000bea         P0BEA 驱动马达 'A' 相位 V 电流传感器电路范围/性能 
51000beb         P0BEB 驱动马达 'A' 相位 V 电流传感器电路低 
51000bec         P0BEC 驱动马达 'A' 相位 V 电流传感器电路高 
51000bed         P0BED 驱动马达 'A' 相位 W 电流传感器电路 
51000bee         P0BEE 驱动马达 'A' 相位 W 电流传感器电路范围/性能 
51000bef         P0BEF 驱动马达 'A' 相位 W 电流传感器电路低 
51000bf0         P0BF0 驱动马达 'A' 相位 W 电流传感器电路高 
51000bf1         P0BF1 驱动马达 'B' 相位 U 电流传感器电路 
51000bf2         P0BF2 驱动马达 'B' 相位 U 电流传感器电路范围/性能 
51000bf3         P0BF3 驱动马达 'B' 相位 U 电流传感器电路低 
51000bf4         P0BF4 驱动马达 'B' 相位 U 电流传感器电路高 
51000bf5         P0BF5 驱动马达 'B' 相位 V 电流传感器电路 
51000bf6         P0BF6 驱动马达 'B' 相位 V 电流传感器电路范围/性能 
51000bf7         P0BF7 驱动马达 'B' 相位 V 电流传感器电路低 
51000bf8         P0BF8 驱动马达 'B' 相位 V 电流传感器电路高 
51000bf9         P0BF9 驱动马达 'B' 相位 W 电流传感器电路 
51000bfa         P0BFA 驱动马达 'B' 相位 W 电流传感器电路范围/性能 
51000bfb         P0BFB 驱动马达 'B' 相位 W 电流传感器电路低 
51000bfc         P0BFC 驱动马达 'B' 相位 W 电流传感器电路高 
51000bfd         P0BFD 驱动马达 'A' 相位 U - V - W电流传感器相关性 
51000bfe         P0BFE 驱动马达 'B' 相位 U - V - W电流传感器相关性 
51000bff         P0BFF 驱动马达 'A' 电流 
51000bc0         P0BC0 混合动力电池组冷却风扇供应电压电路低 
51000bc1         P0BC1 混合动力电池组冷却风扇供应电压电路高 
51000bc2         P0BC2 混合动力电池温度传感器 'E' 电路 
51000bc3         P0BC3 混合动力电池温度传感器 'E' 电路范围/性能 
51000bc4         P0BC4 混合动力电池温度传感器 'E' 电路低 
51000bc5         P0BC5 混合动力电池温度传感器 'E' 电路高 
51000bc6         P0BC6 混合动力电池温度传感器 'E' 电路间歇故障/不稳定 
51000bc7         P0BC7 混合动力电池组冷却风扇感知电路/开路 
51000bc8         P0BC8 混合动力电池组冷却风扇感知电路范围/性能 
51000bc9         P0BC9 混合动力电池组冷却风扇感知电路低 
51000bca         P0BCA 混合动力电池组冷却风扇感知电路高 
51000bcb         P0BCB 混合动力电池组冷却风扇感知电路间歇性故障/不稳定 
51000bcc         P0BCC 发电机逆变器温度传感器电路 
51000bcd         P0BCD 发电机逆变器温度传感器电路范围/性能 
51000bce         P0BCE 发电机逆变器温度传感器电路低 
51000bcf         P0BCF 发电机逆变器温度传感器电路高 
51000bd0         P0BD0 发电机逆变器温度传感器电路间歇性故障/不稳定 
51000bd1         P0BD1 驱动马达逆变器温度传感器 'C' 电路 
51000bd2         P0BD2 驱动马达逆变器温度传感器 'C' 电路范围/性能 
51000bd3         P0BD3 驱动马达逆变器温度传感器 'C' 电路低 
51000bd4         P0BD4 驱动马达逆变器温度传感器 'C' 电路高 
51000bd5         P0BD5 驱动马达逆变器温度传感器 'C' 电路间歇故障/不稳定 
51000bd6         P0BD6 驱动马达逆变器温度传感器 'D' 电路 
51000bd7         P0BD7 驱动马达逆变器温度传感器 'D' 电路范围/性能 
51000bd8         P0BD8 驱动马达逆变器温度传感器 'D' 电路低 
51000bd9         P0BD9 驱动马达逆变器温度传感器 'D' 电路高 
51000bda         P0BDA 驱动马达逆变器温度传感器 'D' 电路间歇故障/不稳定 
51000bdb         P0BDB 驱动马达逆变器温度传感器 'E' 电路 
51000bdc         P0BDC 驱动马达逆变器温度传感器 'E' 电路范围/性能 
51000bdd         P0BDD 驱动马达逆变器温度传感器 'E' 电路低 
51000bde         P0BDE 驱动马达逆变器温度传感器 'E' 电路高 
51000bdf         P0BDF 驱动马达逆变器温度传感器 'E' 电路间歇故障/不稳定 
51000ba0         P0BA0 混合动力电池电压传感器 'U' 电路范围/性能 
51000ba1         P0BA1 混合动力电池电压传感器 'U' 电路低 
51000ba2         P0BA2 混合动力电池电压传感器 'U' 电路高 
51000ba3         P0BA3 混合动力电池电压传感器 'U' 电路间歇故障/不稳定 
51000ba4         P0BA4 混合动力电池电压传感器 'V' 电路 
51000ba5         P0BA5 混合动力电池电压传感器 'V' 电路范围/性能 
51000ba6         P0BA6 混合动力电池电压传感器 'V' 电路低 
51000ba7         P0BA7 混合动力电池电压传感器 'V' 电路高 
51000ba8         P0BA8 混合动力电池电压传感器 'V' 电路间歇故障/不稳定 
51000ba9         P0BA9 混合动力电池电压传感器 'W' 电路 
51000baa         P0BAA 混合动力电池电压传感器 'W' 电路范围/性能 
51000bab         P0BAB 混合动力电池电压传感器 'W' 电路低 
51000bac         P0BAC 混合动力电池电压传感器 'W' 电路高 
51000bad         P0BAD 混合动力电池电压传感器 'W' 电路间歇故障/不稳定 
51000bae         P0BAE 混合动力电池电压传感器 'X' 电路 
51000baf         P0BAF 混合动力电池电压传感器 'X' 电路范围/性能 
51000bb0         P0BB0 混合动力电池电压传感器 'X' 电路低 
51000bb1         P0BB1 混合动力电池电压传感器 'X' 电路高 
51000bb2         P0BB2 混合动力电池电压传感器 'X' 电路间歇故障/不稳定 
51000bb3         P0BB3 混合动力电池电压传感器 'Y' 电路 
51000bb4         P0BB4 混合动力电池电压传感器 'Y' 电路范围/性能 
51000bb5         P0BB5 混合动力电池电压传感器 'Y' 电路低 
51000bb6         P0BB6 混合动力电池电压传感器 'Y' 电路高 
51000bb7         P0BB7 混合动力电池电压传感器 'Y' 电路间歇故障/不稳定 
51000bb8         P0BB8 混合动力电池电压传感器 'Z' 电路 
51000bb9         P0BB9 混合动力电池电压传感器 'Z' 电路范围/性能 
51000bba         P0BBA 混合动力电池电压传感器 'Z' 电路低 
51000bbb         P0BBB 混合动力电池电压传感器 'Z' 电路高 
51000bbc         P0BBC 混合动力电池电压传感器 'Z' 电路间歇故障/不稳定 
51000bbd         P0BBD 混合动力电池组电压变化超过极限 
51000bbe         P0BBE 混合动力电池组电压变化 
51000bbf         P0BBF 混合动力电池组冷却风扇供应电压电路/开路 
51000b80         P0B80 混合动力电池电压传感器 'N' 电路间歇故障/不稳定 
51000b81         P0B81 混合动力电池电压传感器 'O' 电路 
51000b82         P0B82 混合动力电池电压传感器 'O' 电路范围/性能 
51000b83         P0B83 混合动力电池电压传感器 'O' 电路低 
51000b84         P0B84 混合动力电池电压传感器 'O' 电路高 
51000b85         P0B85 混合动力电池电压传感器 'O' 电路间歇故障/不稳定 
51000b86         P0B86 混合动力电池电压传感器 'P' 电路 
51000b87         P0B87 混合动力电池电压传感器 'P' 电路范围/性能 
51000b88         P0B88 混合动力电池电压传感器 'P' 电路低 
51000b89         P0B89 混合动力电池电压传感器 'P' 电路高 
51000b8a         P0B8A 混合动力电池电压传感器 'P' 电路间歇故障/不稳定 
51000b8b         P0B8B 混合动力电池电压传感器 'Q' 电路 
51000b8c         P0B8C 混合动力电池电压传感器 'Q' 电路范围/性能 
51000b8d         P0B8D 混合动力电池电压传感器 'Q' 电路低 
51000b8e         P0B8E 混合动力电池电压传感器 'Q' 电路高 
51000b8f         P0B8F 混合动力电池电压传感器 'Q' 电路间歇故障/不稳定 
51000b90         P0B90 混合动力电池电压传感器 'R' 电路 
51000b91         P0B91 混合动力电池电压传感器 'R' 电路范围/性能 
51000b92         P0B92 混合动力电池电压传感器 'R' 电路低 
51000b93         P0B93 混合动力电池电压传感器 'R' 电路高 
51000b94         P0B94 混合动力电池电压传感器 'R' 电路间歇故障/不稳定 
51000b95         P0B95 混合动力电池电压传感器 'S' 电路 
51000b96         P0B96 混合动力电池电压传感器 'S' 电路范围/性能 
51000b97         P0B97 混合动力电池电压传感器 'S' 电路低 
51000b98         P0B98 混合动力电池电压传感器 'S' 电路高 
51000b99         P0B99 混合动力电池电压传感器 'S' 电路间歇故障/不稳定 
51000b9a         P0B9A 混合动力电池电压传感器 'T' 电路 
51000b9b         P0B9B 混合动力电池电压传感器 'T' 电路范围/性能 
51000b9c         P0B9C 混合动力电池电压传感器 'T' 电路低 
51000b9d         P0B9D 混合动力电池电压传感器 'T' 电路高 
51000b9e         P0B9E 混合动力电池电压传感器 'T' 电路间歇故障/不稳定 
51000b9f         P0B9F 混合动力电池电压传感器 'U' 电路 
51000b60         P0B60 混合动力电池电压传感器 'H' 电路电压低 
51000b61         P0B61 混合动力电池电压传感器 'H' 电路高 
51000b62         P0B62 混合动力电池电压传感器 'H' 电路间歇故障/不稳定 
51000b63         P0B63 混合动力电池电压传感器 'I' 电路 
51000b64         P0B64 混合动力电池电压传感器 'I' 电路范围/性能 
51000b65         P0B65 混合动力电池电压传感器 'I' 电路低 
51000b66         P0B66 混合动力电池电压传感器 'I' 电路高 
51000b67         P0B67 混合动力电池电压传感器 'I' 电路间歇故障/不稳定 
51000b68         P0B68 混合动力电池电压传感器 'J' 电路 
51000b69         P0B69 混合动力电池电压传感器 'J' 电路范围/性能 
51000b6a         P0B6A 混合动力电池电压传感器 'J' 电路低 
51000b6b         P0B6B 混合动力电池电压传感器 'J' 电路高 
51000b6c         P0B6C 混合动力电池电压传感器 'J' 电路间歇故障/不稳定 
51000b6d         P0B6D 混合动力电池电压传感器 'K' 电路 
51000b6e         P0B6E 混合动力电池电压传感器 'K' 电路范围/性能 
51000b6f         P0B6F 混合动力电池电压传感器 'K' 电路低 
51000b70         P0B70 混合动力电池电压传感器 'K' 电路高 
51000b71         P0B71 混合动力电池电压传感器 'K' 电路间歇故障/不稳定 
51000b72         P0B72 混合动力电池电压传感器 'L' 电路 
51000b73         P0B73 混合动力电池电压传感器 'L' 电路范围/性能 
51000b74         P0B74 混合动力电池电压传感器 'L' 电路低 
51000b75         P0B75 混合动力电池电压传感器 'L' 电路高 
51000b76         P0B76 混合动力电池电压传感器 'L' 电路间歇故障/不稳定 
51000b77         P0B77 混合动力电池电压传感器 'M' 电路 
51000b78         P0B78 混合动力电池电压传感器 'M' 电路范围/性能 
51000b79         P0B79 混合动力电池电压传感器 'M' 电路低 
51000b7a         P0B7A 混合动力电池电压传感器 'M' 电路高 
51000b7b         P0B7B 混合动力电池电压传感器 'M' 电路间歇故障/不稳定 
51000b7c         P0B7C 混合动力电池电压传感器 'N' 电路 
51000b7d         P0B7D 混合动力电池电压传感器 'N' 电路范围/性能 
51000b7e         P0B7E 混合动力电池电压传感器 'N' 电路低 
51000b7f         P0B7F 混合动力电池电压传感器 'N' 电路高 
51000b40         P0B40 混合动力电池电压传感器 'B' 电路 
51000b41         P0B41 混合动力电池电压传感器 'B' 电路范围/性能 
51000b42         P0B42 混合动力电池电压传感器 'B' 电路低 
51000b43         P0B43 混合动力电池电压传感器 'B' 电路高 
51000b44         P0B44 混合动力电池电压传感器 'B' 电路间歇故障/不稳定 
51000b45         P0B45 混合动力电池电压传感器 'C' 电路 
51000b46         P0B46 混合动力电池电压传感器 'C' 电路范围/性能 
51000b47         P0B47 混合动力电池电压传感器 'C' 电路低 
51000b48         P0B48 混合动力电池电压传感器 'C' 电路高 
51000b49         P0B49 混合动力电池电压传感器 'C' 电路间歇故障/不稳定 
51000b4a         P0B4A 混合动力电池电压传感器 'D' 电路 
51000b4b         P0B4B 混合动力电池电压传感器 'D' 电路范围/性能 
51000b4c         P0B4C 混合动力电池电压传感器 'D' 电路低 
51000b4d         P0B4D 混合动力电池电压传感器 'D' 电路高 
51000b4e         P0B4E 混合动力电池电压传感器 'D' 电路间歇故障/不稳定 
51000b4f         P0B4F 混合动力电池电压传感器 'E' 电路 
51000b50         P0B50 混合动力电池电压传感器 'E' 电路范围/性能 
51000b51         P0B51 混合动力电池电压传感器 'E' 电路低 
51000b52         P0B52 混合动力电池电压传感器 'E' 电路高 
51000b53         P0B53 混合动力电池电压传感器 'E' 电路间歇故障/不稳定 
51000b54         P0B54 混合动力电池电压传感器 'F' 电路 
51000b55         P0B55 混合动力电池电压传感器 'F' 电路范围/性能 
51000b56         P0B56 混合动力电池电压传感器 'F' 电路低 
51000b57         P0B57 混合动力电池电压传感器 'F' 电路高 
51000b58         P0B58 混合动力电池电压传感器 'F' 电路间歇故障/不稳定 
51000b59         P0B59 混合动力电池电压传感器 'G' 电路 
51000b5a         P0B5A 混合动力电池电压传感器 'G' 电路范围/性能 
51000b5b         P0B5B 混合动力电池电压传感器 'G' 电路低 
51000b5c         P0B5C 混合动力电池电压传感器 'G' 电路高 
51000b5d         P0B5D 混合动力电池电压传感器 'G' 电路间歇故障/不稳定 
51000b5e         P0B5E 混合动力电池电压传感器 'H' 电路 
51000b5f         P0B5F 混合动力电池电压传感器 'H' 电路范围/性能 
51000b20         P0B20 混合动力电池组电压传感器 'D' 电路低 
51000b21         P0B21 混合动力电池组电压传感器 'D' 电路高 
51000b22         P0B22 混合动力电池组电压传感器 'D' 电路间歇故障/不稳定 
51000b23         P0B23 混合动力电池 'A' 电压 
51000b24         P0B24 混合动力电池 'A' 电压不稳定 
51000b25         P0B25 混合动力电池 'A' 电压低 
51000b26         P0B26 混合动力电池 'A' 电压高 
51000b27         P0B27 混合动力电池 'B' 电压 
51000b28         P0B28 混合动力电池 'B' 电压不稳定 
51000b29         P0B29 混合动力电池 'B' 电压低 
51000b2a         P0B2A 混合动力电池 'B' 电压高 
51000b2b         P0B2B 混合动力电池 'C' 电压 
51000b2c         P0B2C 混合动力电池 'C' 电压不稳定 
51000b2d         P0B2D 混合动力电池 'C' 电压低 
51000b2e         P0B2E 混合动力电池 'C' 电压高 
51000b2f         P0B2F 混合动力电池 'D' 电压 
51000b30         P0B30 混合动力电池 'D' 电压不稳定 
51000b31         P0B31 混合动力电池 'D' 电压低 
51000b32         P0B32 混合动力电池 'D' 电压高 
51000b33         P0B33 高压服务断开电路 
51000b34         P0B34 高压服务断开电路性能故障 
51000b35         P0B35 高压服务断开电路低 
51000b36         P0B36 高压服务断开电路高 
51000b37         P0B37 高压服务断开电路开路 
51000b38         P0B38 马达电子冷却液泵 'B' 控制电路/开路 
51000b39         P0B39 马达电子冷却液泵 'B' 控制电路低 
51000b3a         P0B3A 马达电子冷却液泵 'B' 控制电路高 
51000b3b         P0B3B 混合动力电池电压传感器 'A' 电路 
51000b3c         P0B3C 混合动力电池电压传感器 'A' 电路范围/性能 
51000b3d         P0B3D 混合动力电池电压传感器 'A' 电路低 
51000b3e         P0B3E 混合动力电池电压传感器 'A' 电路高 
51000b3f         P0B3F 混合动力电池电压传感器 'A' 电路间歇故障/不稳定 
51000b00         P0B00 辅助变速器液泵马达相位 U 电流 
51000b01         P0B01 辅助变速器液泵马达相位 U 电流低 
51000b02         P0B02 辅助变速器液泵马达相位 U 电流高 
51000b03         P0B03 辅助变速器液泵马达相位 V 电流 
51000b04         P0B04 辅助变速器液泵马达相位 V 电流低 
51000b05         P0B05 辅助变速器液泵马达相位 V 电流高 
51000b06         P0B06 辅助变速器液泵马达相位 W 电流 
51000b07         P0B07 辅助变速器液泵马达相位 W 电流低 
51000b08         P0B08 辅助变速器液泵马达相位 W 电流高 
51000b09         P0B09 辅助变速器液泵马达电源电压电路/开路 
51000b0a         P0B0A 辅助变速器液泵马达电源电压电路低 
51000b0b         P0B0B 辅助变速器液泵马达电源电压电路高 
51000b0c         P0B0C 辅助变速器液泵液压泄漏 
51000b0d         P0B0D 辅助变速器液泵马达控制模块 
51000b0e         P0B0E 混合动力电池组电流传感器 'B' 电路 
51000b0f         P0B0F 混合动力电池组电流传感器 'B' 电路范围/性能 
51000b10         P0B10 混合动力电池组电流传感器 'B' 电路低 
51000b11         P0B11 混合动力电池组电流传感器 'B' 电路高 
51000b12         P0B12 混合动力电池组电流传感器 'B' 电路间歇故障 
51000b13         P0B13 混合动力电池组电流传感器 'A'/'B' 相关性 
51000b14         P0B14 混合动力电池组电压传感器 'B' 电路 
51000b15         P0B15 混合动力电池组电压传感器 'B' 电路范围/性能 
51000b16         P0B16 混合动力电池组电压传感器 'B' 电路低 
51000b17         P0B17 混合动力电池组电压传感器 'B' 电路高 
51000b18         P0B18 混合动力电池组电压传感器 'B' 电路间歇故障/不稳定 
51000b19         P0B19 混合动力电池组电压传感器 'C' 电路 
51000b1a         P0B1A 混合动力电池组电压传感器 'C' 电路范围/性能 
51000b1b         P0B1B 混合动力电池组电压传感器 'C' 电路低 
51000b1c         P0B1C 混合动力电池组电压传感器 'C' 电路高 
51000b1d         P0B1D 混合动力电池组电压传感器 'C' 电路间歇故障/不稳定 
51000b1e         P0B1E 混合动力电池组电压传感器 'D' 电路 
51000b1f         P0B1F 混合动力电池组电压传感器 'D' 电路范围/性能 
51000880         P0880 变速箱控制模块电源输入信号 
51000881         P0881 变速箱控制模块电源输入信号范围/性能 
51000882         P0882 变速箱控制模块电源输入信号低 
51000883         P0883 变速箱控制模块电源输入信号高 
51000884         P0884 变速箱控制模块电源输入信号间歇性故障 
51000885         P0885 变速箱控制模块电源继电器控制电路/开路 
51000886         P0886 变速箱控制模块电源继电器控制电路低 
51000887         P0887 变速箱控制模块电源继电器控制电路高 
51000888         P0888 变速箱控制模块电源继电器感应电路 
51000889         P0889 变速箱控制模块电源继电器感应电路范围/性能 
5100088a         P088A 传动液滤清器磨损 
5100088b         P088B 传动液滤清器严重磨损 
51000890         P0890 变速箱控制模块电源继电器感应电路低 
51000891         P0891 变速箱控制模块电源继电器感应电路高 
51000892         P0892 变速箱控制模块电源继电器感应电路间歇性故障 
51000893         P0893 多个齿轮啮合 
51000894         P0894 变速器部件打滑 
51000895         P0895 换档时间过短 
51000896         P0896 换档时间过长 
51000897         P0897 传动液劣化 
51000898         P0898 变速箱控制系统故障指示灯请求电路低 
51000899         P0899 变速箱控制系统故障指示灯请求电路高 
51000860         P0860 换挡模块 A 通信电路 
51000861         P0861 换挡模块 A 通信电路低 
51000862         P0862 换挡模块 A 通信电路高 
51000863         P0863 变速箱控制模块通信电路 
51000864         P0864 变速箱控制模块通信电路范围/性能 
51000865         P0865 变速箱控制模块通信电路低 
51000866         P0866 变速箱控制模块通信电路高 
51000867         P0867 传动液压力 
51000868         P0868 传动液压力低 
51000869         P0869 传动液压力高 
51000870         P0870 传动液压力传感器/开关 C 电路 
51000871         P0871 传动液压力传感器/开关 C 电路范围/性能 
51000872         P0872 传动液压力传感器/开关 C 电路低 
51000873         P0873 传动液压力传感器/开关 C 电路高 
51000874         P0874 传动液压力传感器/开关 C 电路间歇性故障 
51000875         P0875 传动液压力传感器/开关 D 电路 
51000876         P0876 传动液压力传感器/开关 D 电路范围/性能 
51000877         P0877 传动液压力传感器/开关 D 电路低 
51000878         P0878 传动液压力传感器/开关 D 电路高 
51000879         P0879 传动液压力传感器/开关 D 电路间歇性故障 
51000840         P0840 传动液压力传感器/开关 A 电路 
51000841         P0841 传动液压力传感器/开关 A 电路范围/性能 
51000842         P0842 传动液压力传感器/开关 A 电路低 
51000843         P0843 传动液压力传感器/开关 A 电路高 
51000844         P0844 传动液压力传感器/开关 A 电路间歇性故障 
51000845         P0845 传动液压力传感器/开关 B 电路 
51000846         P0846 传动液压力传感器/开关 B 电路范围/性能 
51000847         P0847 传动液压力传感器/开关 B 电路低 
51000848         P0848 传动液压力传感器/开关 B 电路高 
51000849         P0849 传动液压力传感器/开关 B 电路间歇性故障 
5100084a         P084A 传动机液压力传感器/开关 H 电路 
5100084b         P084B 传动机液压力传感器/开关 H 电路范围/性能 
5100084c         P084C 传动液压力传感器/开关 H 电路低 
5100084d         P084D 传动液压力传感器/开关 H 电路高 
5100084e         P084E 传动液压力传感器/开关 H 电路间歇性故障 
5100084f         P084F 驻车/空档开关输出电路 
51000850         P0850 驻车/空档开关输入电路 
51000851         P0851 驻车/空档开关输入电路低 
51000852         P0852 驻车/空档开关输入电路高 
51000853         P0853 驱动开关输入电路 
51000854         P0854 驱动开关输入电路低 
51000855         P0855 行驶开关输入电路高 
51000856         P0856 牵引力控制输入信号 
51000857         P0857 牵引力控制输入信号范围/性能 
51000858         P0858 牵引力控制输入信号低 
51000859         P0859 牵引力控制输入信号高 
5100085a         P085A 换挡模块 B 通信电路 
5100085b         P085B 换挡模块 B 通信电路低 
5100085c         P085C 换挡模块 B 通信电路高 
5100085d         P085D 换挡控制模块 'A' 性能 
5100085e         P085E 换挡控制模块 'B' 性能 
51000820         P0820 换档杆 X - Y 位置传感器电路 
51000821         P0821 换档杆 X 位置电路 
51000822         P0822 换档杆 Y 位置电路 
51000823         P0823 换档杆 X 位置电路间歇性故障 
51000824         P0824 换档杆 Y 位置电路间歇性故障 
51000825         P0825 换档杆推/拉开关 (换挡预测) 
51000826         P0826 升挡及降挡开关电路 
51000827         P0827 升挡及降挡开关电路低 
51000828         P0828 升挡及降挡开关电路高 
51000829         P0829 5 - 6 换档 
5100082a         P082A 换挡杆 X 位置电路范围/性能 
5100082b         P082B 换挡杆 X 位置电路低 
5100082c         P082C 换挡杆 X 位置电路高 
5100082d         P082D 换挡杆 Y 位置电路范围/性能 
5100082e         P082E 换挡杆 Y 位置电路低 
5100082f         P082F 换挡杆 Y 位置电路高 
51000830         P0830 离合器踏板开关 A 电路 
51000831         P0831 离合器踏板开关 A 电路低 
51000832         P0832 离合器踏板开关 A 电路高 
51000833         P0833 离合器踏板开关 B 电路 
51000834         P0834 离合器踏板开关 B 电路低 
51000835         P0835 离合器踏板开关 B 电路高 
51000836         P0836 四轮驱动 (4WD) 开关电路 
51000837         P0837 四轮驱动 (4WD) 开关电路范围/性能 
51000838         P0838 四轮驱动 (4WD) 开关电路低 
51000839         P0839 四轮驱动 (4WD) 开关电路高 
5100083a         P083A 传动液压力传感器/开关 G 电路 
5100083b         P083B 传动液压力传感器/开关 G 电路范围/性能 
5100083c         P083C 传动液压力传感器/开关 G 电路低 
5100083d         P083D 传动液压力传感器/开关 G 电路高 
5100083e         P083E 传动液压力传感器/开关 G 电路间歇性故障 
5100083f         P083F 离合器踏板开关 A/B 相互关系 
51000800         P0800 分动箱控制系统 (故障指示灯请求) 
51000801         P0801 倒车抑制控制电路 
51000802         P0802 变速器控制系统故障指示灯请求电路/开路 
51000803         P0803 升档/跳档电磁阀控制电路 
51000804         P0804 升档/跳档指示灯控制电路 
51000805         P0805 离合器位置传感器电路 
51000806         P0806 离合器位置传感器电路范围/性能 
51000807         P0807 离合器位置传感器电路偏低 
51000808         P0808 离合器位置传感器电路高 
51000809         P0809 离合器位置传感器电路间歇性故障 
5100080a         P080A 离合器位置未学习 
5100080b         P080B 升档/跳档电磁阀控制电路范围/性能 
5100080c         P080C 升档/跳档电磁阀控制电路低 
5100080d         P080D 升档/跳档电磁阀控制电路高 
51000810         P0810 离合器位置控制错误 
51000811         P0811 离合器 A 过度打滑 
51000812         P0812 倒车输入电路 
51000813         P0813 倒车输出电路 
51000814         P0814 变速范围显示电路 
51000815         P0815 升挡开关电路 
51000816         P0816 降挡开关电路 
51000817         P0817 起动器禁用电路/开路 
51000818         P0818 传动系断开开关输入电路 
51000819         P0819 升挡及降挡开关与变速箱范围信号关系 
5100081a         P081A 起动器禁用电路低 
5100081b         P081B 起动器禁用电路高 
5100081c         P081C 驻车输入电路 
